Date;GX1 Index;XP1 Index;PT1 Index;IB1 Index;TP1 Index;HI1 Index;ST1 Index;SD1 Index;QC1 Index;SM1 Index;EO1 Index;Z 1 Index;SP1 Index; CF1 Index; VG1 Index
21/04/2006;6123.5;5267;701.3;11874.3;1759;16923;37798;2602;1054.25;8076;477.84;6141;1317;5245.8;3834
24/04/2006;6104.5;5284;695.9;11867;1705;16712;37649;2591;1047.25;8048;471.7;6103;1314.5;5165.5;3813
25/04/2006;6105.5;5278;695.5;11874;1716;16590;37682;2582;1043.25;8024;472.2;6094;1309.4;5178;3820
26/04/2006;6132;5335;694.7;11877.5;1725.5;16678;37934;2595;1050.25;8054;473.2;6103;1309.1;5191;3833
27/04/2006;6089;5308;689.1;11841.5;1736;16805;37685;2601;1045.75;8068;471.75;6069;1315.1;5150.5;3814
28/04/2006;6027.5;5253;686.9;11834.5;1724;16529;37376;2597;1037.75;8030;466.6;6024;1315.9;5129;3788
01/05/2006;#N/A N/A;5317;687.3;#N/A N/A;1720;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1308.2;#N/A N/A;#N/A N/A
02/05/2006;6070.5;5271;691.9;11889.5;1735.5;16769;37738;2620;1041.5;8065;469.3;6084;1318.1;5180.5;3814
03/05/2006;5996;5273;685.7;11852.5;#N/A N/A;16928;37475;2650;1039.25;7955;463.35;6015;1312.3;5132.5;3774
04/05/2006;6056.5;5193;681.3;11890.5;#N/A N/A;16919;37678;2634;1046.5;7965;465.6;6041;1317;5179.5;3803
05/05/2006;6129.5;5260;691.1;11989.5;#N/A N/A;#N/A N/A;38066;2629;1056.25;8067;470.65;6091.5;1328.9;5234;3842
08/05/2006;6139.5;5339;691.4;12040;1755.5;17215;38112;2654;1056;8116;471.7;6060;1327.2;5238.5;3845
09/05/2006;6157.5;5333;692.2;12057;1745.5;17010;38316;2630;1056;8133;472.5;6102;1329.3;5270;3859
10/05/2006;6138.5;5352;693.8;12041;1723.5;16942;38229;2644;1046.25;8118;469.3;6088;1327.8;5253;3838
11/05/2006;6068;5355;682.7;11974.5;1711;17075;38081;2624;1045;8100;467.2;6054;1311.7;5235.5;3812
12/05/2006;5934;5324;677.2;11727.5;1690.5;16775;37572;#N/A N/A;1017.5;7953;455.35;5931.5;1294.3;5138;3734
15/05/2006;5873;5236;666.9;11580;1681;16230;37118;2537;1002.5;7846;449.9;5839;1297.2;5044.5;3691
16/05/2006;5869.5;5217;667.1;11584.5;1644;16338;37068;2516;1001.25;7896;450.8;5858;1294.9;5065;3708
17/05/2006;5670.5;5214;655.9;11220.5;1652;16522;36137;2551;962.75;7630;436.8;5689;1269;4882;3577
18/05/2006;5677.5;5097;650;11206;1628;16212;35965;2502;947.5;7610;437.4;5682.5;1263.1;4906.5;3591
19/05/2006;5685;5086;651.8;11267.1;1634;16249;36156;2495;949.5;7619;438.04;5676;1270.8;4948;3606
22/05/2006;5542;5017;#N/A N/A;10925.5;1609;15688;35351;2417;910.25;7439;428;5542;1262;4772.5;3528
23/05/2006;5676;5004;647.2;11117.5;1575.5;15839;35994;2430;953;7576;439.7;5669.5;1252.5;4889;3604
24/05/2006;5601;5033;644.7;11015.5;1610;15787;35793;2436;933.25;7488;435.3;5589;1261.1;4827;3564
25/05/2006;5711;4956;656.7;11189;1586;15600;36194;2404;#N/A N/A;7488;439.8;5674;1276.1;4906.5;3623
26/05/2006;5792;5045;661.4;11399.5;1615;15840;36625;2445;960.25;7684;446.05;5788.5;1282.7;5000;3683
29/05/2006;5770;5095;663.3;11373;1613;15960;36640;2440;972.25;7686;445.5;#N/A N/A;#N/A N/A;4983;3669
30/05/2006;5614;5092;657.5;11166;1609.5;15831;35871;2442;943;7545;434.35;5644;1260;4857;3575
31/05/2006;5699;5007;657.5;11353;1580;#N/A N/A;36460;2389;952.75;7610;440.45;5726;1272.1;4918.5;3629
01/06/2006;5710;5067;666.2;11339.5;1584.5;15648;36558;2392;963.25;7615;441;5740.5;1285.8;4927;3638
02/06/2006;5684.5;5084;666;11350;1608;15972;36617;2424;955.5;7661;439.3;5754;1288.2;4943.5;3629
05/06/2006;5629;5135;656.7;11286.5;1595;16078;36518;2411;952.5;7661;436.55;5764.5;1269.4;4898.5;3598
06/06/2006;5507;5041;655.9;11128;1566.5;15975;35812;2393;#N/A N/A;7495;428.1;5673.5;1265.7;4792.5;3533
07/06/2006;5548;5029;643;11224.5;1534.5;15818;36144;2358;934;7550;432.6;5712;1256;4823;3563
08/06/2006;5401;4922;641.2;10944;1479.5;15414;35392;2300;894.75;7349;420.15;5578.5;1255.6;4686.5;3468
09/06/2006;5469;4959;637.8;11098;1501.5;15575;35789;2340;917.25;7440;426.55;5663;1250.9;4768;3521
12/06/2006;5385;4941;630;11027;1510;15585;35497;2340;905.5;7353;422;5625;1236.4;4723;3478
13/06/2006;5290.5;4825;616.4;10802;1464;15272;34820;2295;878.25;7165;413.05;5519;1222.1;4622;3412
14/06/2006;5309.5;4875;619.7;10848.5;1461.5;15241;34833;2282;899.75;7167;413;5513;1230.7;4616;3417
15/06/2006;5428.5;4896;632.5;11028;1483;15427;35479;2303;921.75;7324;423.8;5638;1256.9;4726.5;3491
16/06/2006;5475.12;4958;635.5;11002.3;1534;15838;35962;2375;912.75;7310;423.11;5645;1260.1;4723.4;3521.1
19/06/2006;5478;4865;622.1;10987;1528;15747;35420;2369;919.75;7377;424.65;5646;1248.5;4732.5;3500
20/06/2006;5525.5;4862;623.9;11044.5;1513;15600;35575;2328;918.5;7412;426.35;5667;1252.4;4778;3527
21/06/2006;5539.5;4894;629.1;11097.5;1509;15624;35700;2330;925;7446;427.65;5682;1261.8;4787;3539
22/06/2006;5566.5;4985;629.9;11215;1548;15832;35811;2360;934.25;7501;430.75;5697;1255.9;4813;3557
23/06/2006;5566.5;4950;635;11253.5;1540.5;15780;35974;2343;#N/A N/A;7510;430.15;5698;1255.5;4828.5;3560
26/06/2006;5554;4966;642;11200;1548.5;15800;35805;2368;931;7485;428.25;5700;1260.2;4811;3545
27/06/2006;5495;4980;638.1;11138;1548.5;15787;35622;2358;918.5;7420;423.55;5666.5;1249.7;4781.5;3518
28/06/2006;5492.5;4937;641.2;11114;1530.5;15755;35746;2351;918.5;7444;424.6;5693;1257.7;4782.5;3516
29/06/2006;5612.5;4992;653.5;11298;1545;15881;36253;2387;944;7548;432.9;5797.5;1282.6;4884;3590
30/06/2006;5726.5;5080;657;11518.5;1589.5;16317;36671;2441;957.75;7666;440.7;5825;1279.4;4973.5;3662
03/07/2006;5740;5097;#N/A N/A;11547.5;1594;16351;36883;2442;963.25;7733;444.15;5886.5;1288.2;4985;3673
04/07/2006;5760.5;5102;664.8;11576.5;1602;16428;36948;2453;965.75;7754;445.05;5895;#N/A N/A;4990.5;3682
05/07/2006;5658;5092;656.2;11523.5;1593.5;16315;36434;2428;953;7683;439.55;5834.5;1279.7;4929;3628
06/07/2006;5724.5;5109;655.1;11626;1572;16489;36715;2451;962;7727;443.25;5890.5;1282.8;4973.5;3675
07/07/2006;5712.5;5150;660.3;11613;1575.5;16447;36636;2448;949.5;7680;440.8;5886.5;1275;4956.5;3662
10/07/2006;5737.5;5147;663.2;11650.5;1593;16600;36818;2441;955;7718;443;5899;1277;4990;3680
11/07/2006;5652.5;5100;672.6;11533.5;1585.5;16476;36389;2418;941.75;7690;438.9;5863.5;1282.3;4920;3633
12/07/2006;5661.5;5100;669.6;11538.5;1567;16580;36450;2424;938.5;7735;440.65;5860;1268.3;4940;3640
13/07/2006;5558;5068;656.9;11367;1546.5;16322;35955;2398;921.75;7610;434.7;5766;1247.5;4858.5;3574
14/07/2006;5453.5;4927;658.8;11234;1518;16136;35624;2365;904.25;7522;428.35;5704;1242.2;4782.5;3517
17/07/2006;5441;4959;649;11176.5;#N/A N/A;16011;35495;2321;899.5;7516;427.2;5689.5;1240.5;4754;3508
18/07/2006;5413;4897;650.9;11151.5;1472;16039;35325;2334;894.5;7473;426.6;5678.5;1245.7;4733.5;3496
19/07/2006;5564.5;4886;661.1;11416;1481.5;16115;36074;2342;927.75;7617;437.4;5765;1262.5;4840;3587
20/07/2006;5571.5;4999;650.4;11433;1529.5;16522;36034;2384;930;7684;438.6;5758.5;1254.2;4865;3596
21/07/2006;5476;4942;648;11341.3;1516.5;16493;35769;2372;913.75;7628;436.8;5712;1244.7;4830.1;3563
24/07/2006;5595;4915;662.3;11565.5;1507.5;16497;36292;2375;930.25;7795;442.1;5817.5;1267.5;4925.5;3638
25/07/2006;5588;4960;668.4;11627;1536.5;16570;36151;2407;928;7803;440.2;5843;1271.5;4944;3639
26/07/2006;5611;4914;673.4;11638.5;1520.5;16625;36341;2406;943.5;7827;442.3;5867;1273.2;4952.5;3649
27/07/2006;5685;4996;668.3;11758;1545.5;16942;36640;2444;951;7873;448.2;5925;1272.3;5011;3691
28/07/2006;5731;4938;672.9;11889;1560;16986;36855;2429;949.5;7940;452.55;5973.5;1284.3;5043.5;3721
31/07/2006;5704;4971;669.3;11833;1570.5;16975;36776;2424;947;7958;450.45;5916;1281.8;5019.5;3695
01/08/2006;5619.5;4969;674.4;11725.5;1565.5;16935;36410;2423;932;7958;447.3;5869.5;1276.7;4955.5;3650
02/08/2006;5699;4903;676.9;11870.5;1568.5;17073;36848;2431;943;7917;453.55;5921.5;1284.2;5032.5;3704
03/08/2006;5668.5;4983;676.7;11817;1573;17055;36631;2433;938.25;7824;448.85;5831.5;1287.2;4989.5;3676
04/08/2006;5739;4916;676.9;11947.5;1572;16850;36997;2439;946.5;7906;454;5885.5;1286;5046;3725
07/08/2006;5647;4934;#N/A N/A;11803.5;1545;16957;36633;2435;931.5;7804;449.1;5829;1282.2;4964;3665
08/08/2006;5668.5;4988;678;11843.5;1558.5;17035;36727;2449;932.25;7811;448.2;5814.5;1276.8;4971.5;3673
09/08/2006;5718.5;4950;682.2;11924;1580.5;17327;36940;#N/A N/A;941.25;7895;451.1;5865;1271.4;5028;3714
10/08/2006;5654;4904;679.4;11815;1577;17186;36758;2432;934;7853;449.25;5825;1275.5;4981;3683
11/08/2006;5642;4902;676.1;11790.5;1580;17265;36734;2438;938;7869;451.35;5821.5;1272.3;4989;3684
14/08/2006;5709;4961;672.4;11908;1597.5;17243;36958;2444;946.5;7937;456.25;5872.5;1273.2;5052.5;3729
15/08/2006;5795.5;4914;680.5;11995.5;1608;17218;#N/A N/A;2433;960.5;8065;461.2;5893;1287.7;5114;3784
16/08/2006;5824.5;4939;682.8;12050;1626.5;17462;37410;2448;969.25;8100;463.05;5912.5;1298.9;5136;3798
17/08/2006;5847;5018;687.2;12085.5;1631;17408;37603;2465;980;8128;463.25;5915.5;1301;5146.5;3810
18/08/2006;5830.5;5016;685.2;12052.7;1644.5;17335;37634;2478;978.5;8093;465.03;5915;1307.1;5151.6;3797
21/08/2006;5804;5047;690.7;12094;1626;16991;37515;2462;978.25;8067;463.65;5929;1302.3;5113;3782
22/08/2006;5831.5;5061;695.7;12103.5;1642;17134;37658;2475;982.25;8096;464.95;5919;1302;5138.5;3799
23/08/2006;5787.5;5047;694.8;12063.5;1642.5;17064;37337;2466;971;8082;461.9;5875;1297.8;5092;3767
24/08/2006;5826;4972;688.2;12079.5;1622;16920;37720;2440;970.75;8103;464.6;5876;1296.1;5120.5;3789
25/08/2006;5823;5009;688.7;12075.5;1619.5;16980;37777;2449;976;8106;465.95;5890;1297.6;5115;3788
28/08/2006;5864.5;5005;691.6;12138.5;1600.5;16926;37867;2427;979.75;8122;468.4;#N/A N/A;1303.7;5156;3815
29/08/2006;5859;5052;682.2;12174;1615.5;17080;37855;2455;988;8170;468.55;5899;1305.1;5167.5;3813
30/08/2006;5880.5;5057;683.7;12194;1614.5;17183;38053;2471;995;8191;470.7;5947;1305.1;5189.5;3825
31/08/2006;5861;5104;682.6;12159;1634.5;17378;38023;2488;992.5;8156;469.4;5903.5;1305.6;5167;3810
01/09/2006;5882.5;5073;685.7;12191.5;1632.5;17407;38229;2497;999;8192;471.5;5946;1312.6;5187;3824
04/09/2006;5917.5;5144;#N/A N/A;12281;1649.5;17533;38243;2525;1011.75;8236;474.15;5988.5;#N/A N/A;5208.5;3842
05/09/2006;5885;5152;689;12223.5;1652;17391;38137;2524;1009.25;8230;472.15;5986;1314.6;5177;3818
06/09/2006;5823;5116;676.2;12118.5;1645;17235;37830;2530;1001.5;8175;466.95;5935;1302.7;5117.5;3777
07/09/2006;5777.5;5100;672;12029;1617;17019;37648;2509;988.75;8134;463.35;5869.5;1296.2;5064;3741
08/09/2006;5800;5096;668.4;12092;1608.5;17124;37792;2513;999.25;8178;464.7;5882;1299.3;5075.5;3752
11/09/2006;5800.5;5036;661;12064;1592;16905;37764;2491;992.75;8107;462.7;5853.5;1300.4;5060.5;3746
12/09/2006;5876;4966;661.4;12164;1575;17083;37940;2489;1013.25;8194;469.2;5894;1313.7;5125.5;3790
13/09/2006;5903.5;5021;667.1;12198;1582;17265;37951;2509;1022.25;8221;471.15;5895;1317.6;5136;3804
14/09/2006;5909.5;5064;659.8;12218.5;1592;17239;37940;2520;1029;8182;471.5;5873.5;1318;5125.5;3799
15/09/2006;5923.33;5032;662.2;12302.1;1590;17280;37872;2522;1026.5;8251;475.57;5885.5;1332.2;5148.8;3808
18/09/2006;5975.5;5090;670.9;12308.5;#N/A N/A;17401;37937;2552;1031.5;8300;475.95;5928.5;1334.2;5162.5;3826
19/09/2006;5922;5044;669.1;12259.5;1584.5;17331;37706;2538;1028;8264;471.3;5867.5;1330.5;5129;3796
20/09/2006;6000.5;4990;665.4;12439.5;1566.5;17578;38082;2531;1041.25;8379;477.55;5902.5;1336.5;5206;3857
21/09/2006;6014;5020;665.7;12483.5;1573.5;17634;38275;2538;1040.25;8408;479.45;5926.5;1330.3;5223.5;3877
22/09/2006;5920;4990;663.6;12412.5;1555;17626;37847;2520;1029.5;8332;473.95;5855.5;1325.9;5154.5;3825
25/09/2006;5943;4978;665.5;12397.5;1555;17592;37848;2523;1020;8298;474.7;5835;1335.7;5162;3838
26/09/2006;6008.5;4996;667.7;12615;1553.5;17340;38215;2525;1029.75;8412;481.6;5902;1346.7;5228;3886
27/09/2006;6032;5100;675.9;12952.5;1591.5;17558;38285;2558;1043.25;8452;482.7;5954;1347.7;5249;3909
28/09/2006;6031;5108;680.3;12938.5;1605.5;17550;38426;2568;1040;8457;483;5993.5;1347.3;5259.5;3909
29/09/2006;6045;5180;676.6;12949;1615;17559;38479;2573;1040.75;8460;484.55;5986.5;1345.4;5262.5;3913
02/10/2006;6034.5;5200;680.1;12921;1628.5;#N/A N/A;38427;2606;1045.75;8415;483.5;5983;1340.4;5253;3905
03/10/2006;6030;5193;665.7;12872;1617.5;17644;38341;2598;1034.5;8425;482.35;5964.5;1343.2;5227.5;3894
04/10/2006;6091;5152;672.7;12977.5;1606;17672;38649;2608;1048.5;8473;485.05;5991;1358.3;5263;3929
05/10/2006;6118.5;5231;677.7;13108;1633;17979;38916;2646;1060.75;8540;486.65;6025;1360.8;5295.5;3953
06/10/2006;6124.5;5236;674.1;13152;1637;17923;38905;2653;1062.75;8554;486.45;6030;1358.8;5287;3951
09/10/2006;6121;5210;#N/A N/A;13148;#N/A N/A;17674;39040;2624;1069;8578;487.6;6049.5;1359.2;5291;3953
10/10/2006;6161.5;5249;674.4;13234.5;1635;17865;39272;2650;1072;8650;490.15;6100.5;1360.7;5314;3973
11/10/2006;6159.5;5278;665.3;13261.5;1624;17846;39439;2644;1082.5;8665;490.3;6094.5;1359.1;5317.5;3978
12/10/2006;6199.5;5267;671.9;13405;1615.5;17947;39512;2643;1099.5;8697;492.95;6143.5;1370.7;5366;4011
13/10/2006;6208.5;5303;683.1;13451.5;1630;17998;39527;2669;1092.75;8679;492.85;6177;1373.6;5356;4009
16/10/2006;6219.5;5331;689.5;13480.5;1648;18020;39583;2671;1096.5;8673;493.5;6203;1376.1;5360;4009
17/10/2006;6143.5;5286;686.7;13246;1640;17975;39089;2639;1078.5;8560;486.7;6126;1371.7;5301.5;3957
18/10/2006;6219.5;5321;682.1;13393;1644;18035;39382;2643;1090;8637;490.15;6170;1372.5;5359.5;4001
19/10/2006;6215;5301;688.2;13447;1635;17964;39353;2668;1090;8642;490.05;6173;1374.3;5358;3996
20/10/2006;6235.5;5339;687.2;13510.8;1642;18167;39345;2686;1093;8665;489.08;6168.5;1374.9;5367;4005
23/10/2006;6272;5344;691.1;13576.5;1657;18120;39480;2691;1102.75;8716;492.25;6182.5;1380.7;5424;4028
24/10/2006;6277;5308;695.1;13543.5;1663;18167;39358;#N/A N/A;1098.5;8689;493.15;6194.5;1384.8;5413.5;4024
25/10/2006;6296;5345;703.9;13588.5;1654;18149;39443;2714;1099.5;8703;492.9;6222.5;1389.2;5431.5;4027
26/10/2006;6310.5;5379;704.4;13596.5;1664.5;18418;39359;2742;1095.75;8693;492.9;6194.5;1392.9;5444;4036
27/10/2006;6293;5366;699.1;13681.5;1653.5;18392;39351;2730;1091.5;8716;489.8;6170;1384.8;5408;4023
30/10/2006;6289.5;5376;699.9;13674.5;1623.5;#N/A N/A;39416;2692;1084.5;8672;487.7;6142;1383.2;5372.5;4012
31/10/2006;6293.5;5361;705;13716;1613.5;18340;39598;2703;1087.5;8584;486.6;6140.5;1383.2;5358;4012
01/11/2006;6322.5;5399;693.6;13742.5;1623;18456;39795;2739;1097.5;8626;486.1;6164.5;1372.9;5376.5;4022
02/11/2006;6251;5403;702.7;13699.5;1619;18770;39636;2731;1085;8663;484.3;6164;1371.3;5316.5;3983
03/11/2006;6264;5429;707.6;13766.5;#N/A N/A;18703;39845;2722;1086.75;8717;488.5;6154.5;1368.5;5337;3994
06/11/2006;6355;5431;712.3;13949.5;1615.5;18916;40207;2728;1104.5;8813;494.7;6234.5;1383.8;5412.5;4054
07/11/2006;6386;5480;711.4;14033;1620;18923;40326;2748;1110.25;8853;497.2;6258.5;1389;5444;4081
08/11/2006;6377;5443;715.3;14057;1600;18784;40403;2737;1109.75;8796;497.95;6257.5;1391.6;5429.5;4080
09/11/2006;6376.5;5426;717.2;14079.5;1593;18965;40336;2747;1109.5;8782;494;6248.5;1384;5438.5;4079
10/11/2006;6375;5432;713.2;14016.5;1578;18817;40466;2748;1100.75;8761;492.7;6222;1384.8;5437.5;4071
13/11/2006;6414.5;5435;712.4;14081.5;1567.5;18864;40590;2749;1108.5;8769;494.4;6218;1388;5484.5;4095
14/11/2006;6404.5;5442;710.2;14117;1597.5;18899;40465;2761;1104.88;8758;493.65;6198;1397.7;5465;4088
15/11/2006;6449;5426;719.6;14177.5;1592;19091;40803;2779;1118.25;8797;497;6237;1401.5;5494.5;4112
16/11/2006;6461.5;5399;715.9;14243;1581.5;19105;40805;2800;1114.25;8808;496.25;6263.5;1405.1;5496;4116
17/11/2006;6435.5;5432;716;14175.4;1569.5;19151;40597;2814;1098.75;8760;491.75;6205;1404.8;5434.8;4088
20/11/2006;6469;5295;718.2;14287.5;1528;18865;40828;2772;1107.5;8778;492.75;6217;1405.3;5466.5;4104
21/11/2006;6475.5;5374;726;14260;1526;18999;40865;2803;1110;8785;492.95;6211;1406.2;5473.5;4107
22/11/2006;6492.5;5426;724.3;14329;1546.5;19277;40967;2830;1107.25;8787;491.2;6177;1408.4;5465;4104
23/11/2006;6489;5480;731;14304.5;#N/A N/A;19265;40967;2839;1108;8761;489.15;6160;#N/A N/A;5429;4093
24/11/2006;6427.5;5446;727.1;14112;1534.5;19220;40703;2815;1093.3;8648;485.6;6138.5;1402.9;5397.5;4056
27/11/2006;6315;5443;722;13822.5;1550;19175;40158;2841;1060.25;8520;479.45;6067;1383.6;5321;3989
28/11/2006;6290.5;5361;722.5;13748.5;1554;18647;40184;2788;1063.5;8466;479.65;6039.5;1388.6;5315.5;3980
29/11/2006;6374;5450;729.5;13996;1579;18769;40611;2826;1086.75;8573;482.75;6094.5;1402.2;5389.5;4027
30/11/2006;6320;5465;732.7;13857;1607;18998;40357;2836;1070;8476;477.95;6061;1402.9;5332.5;3994
01/12/2006;6257;5429;734.3;13669;1606.5;18776;39969;2833;1060.5;8435;473.2;6044;1400.4;5264.5;3938
04/12/2006;6305;5441;738.3;13857;1601;18746;40184;2847;1077.25;8482;474.2;6057;1410.7;5302.5;3968
05/12/2006;6379.5;5434;743.6;14045;1600.5;19072;40446;2896;1091.5;8471;478.25;6098.5;1416.7;5367;4013
06/12/2006;6378.5;5455;743.5;14027;1617.5;19095;40503;2889;1087.5;8510;477.15;6100.5;1414.7;5357;4008
07/12/2006;6413;5454;744;14049;1623;18894;40715;2895;1099;8569;477.15;6131;1408.7;5385;4021
08/12/2006;6430;5419;742;14093;1613.5;18819;40690;2863;1097.25;8540;476.8;6152;1410.1;5385.5;4020
11/12/2006;6473.5;5466;739;14215;1629;18933;40897;2884;1113;8592;480.25;6165;1414.6;5432.5;4056
12/12/2006;6480.5;5474;741.5;14206;1640.5;18933;40870;2890;1129.25;8666;483;6159;1412.8;5429;4063
13/12/2006;6522;5488;744.7;14331.5;1640;18735;41086;2880;1128.25;8677;489.35;6189;1414.3;5477;4097
14/12/2006;6552.5;5566;749;14336.5;1652.5;18999;41128;2912;1130.25;8790;493.95;6222.5;1425.9;5509;4120
15/12/2006;6595.34;5578;743.9;14403.5;1658.5;19119;41285;2927;1140.5;8796;495.37;6265;1438.2;5538;4138.4
18/12/2006;6652;5597;738.7;14294;1666.5;19222;41694;2958;1140.5;8829;496;6264.5;1434.8;5546;4156
19/12/2006;6615.5;5544;737.3;14159.5;1650;18981;41609;2896;1126.25;8780;495.1;6219.5;1436.2;5501.5;4132
20/12/2006;6646.5;5588;738.6;14157;1664;19269;41671;2921;1140.25;8779;497;6209.5;1435.3;5528.5;4147
21/12/2006;6632;5615;735.9;14095.5;1674.5;19225;41588;2921;1137.5;8775;495.95;6196;1429.8;5526;4141
22/12/2006;6551;5610;734.1;14033.5;1672;19338;41140;2943;1142.5;8724;491.9;6193.5;1420.3;5469.5;4097
25/12/2006;#N/A N/A;5609;#N/A N/A;#N/A N/A;1663.5;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
26/12/2006;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1671;#N/A N/A;#N/A N/A;2943;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1428.8;#N/A N/A;#N/A N/A
27/12/2006;6664;5648;744.5;14150;1681.5;19724;41647;#N/A N/A;1154.75;8820;499.1;6258.5;1437.1;5552;4159
28/12/2006;6665.5;5654;747.2;14119;1682.5;19899;41708;2963;1153.5;8811;498.35;6251;1433.8;5547;4158
29/12/2006;6652.5;5646;746.8;14096;1682.5;20018;41755;2994;1153.5;8777;496.65;6216;1428.4;5552;4157
01/01/2007;#N/A N/A;5660;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
02/01/2007;6729;5675;748.5;14340.5;#N/A N/A;20392;42319;#N/A N/A;1167.5;8777;502.05;6325.5;1428.4;5628.5;4206
03/01/2007;6741;5651;736.7;14346;#N/A N/A;20505;42354;3044;1160.5;8920;502.3;6326;1424.8;5619;4212
04/01/2007;6722.5;5576;728.5;14352.5;1701;20052;42150;3029;1153;8930;501.15;6287.5;1427.5;5583;4199
05/01/2007;6636;5560;722.6;14286;1678;20275;41878;3034;1149;8892;494.35;6222.5;1416.4;5523;4152
08/01/2007;6652;5497;728.8;14302.5;#N/A N/A;20028;41800;3004;1143;8846;493.3;6192;1422.5;5522;4143
09/01/2007;6654;5582;721.6;14295;1693.5;19929;41882;3012;1145.5;8869;496.45;6198.5;1420.5;5541;4150
10/01/2007;6612.5;5517;719.8;14094.5;1665.5;19577;41650;2964;1133.25;8848;492.95;6158.5;1424.4;5507;4112
11/01/2007;6735.5;5546;724.2;14327.5;1662;19420;42179;2972;1163.5;8980;500.45;6233.5;1430.9;5617;4188
12/01/2007;6740;5619;733.7;14367;1686.5;19671;42349;3011;1161.25;9030;503.45;6227.5;1440.8;5620.5;4195
15/01/2007;6777.5;5662;735.7;14426;1707.5;20060;42561;3037;1178;9095;505.8;6266;#N/A N/A;5636;4211
16/01/2007;6753.5;5656;733.8;14362;1705;20046;42386;3039;1171.5;9062;505.15;6203;1438.7;5595;4189
17/01/2007;6736;5626;733.3;14297.5;1707;20032;41978;3039;1176.5;9094;505.4;6190;1438.8;5561;4165
18/01/2007;6728.5;5643;727.1;14265;1717.5;20319;41950;3062;1175.13;9087;505.55;6203.5;1433.2;5552.5;4154
19/01/2007;6784.5;5654;733.3;14364.9;1718;20356;42324;3073;1181.38;9146;504.33;6227.5;1436.7;5584.2;4191
22/01/2007;6727;5708;730.8;14380;1730.5;20792;42221;3145;1182.75;9092;504.2;6214;1430.9;5592;4157
23/01/2007;6713.5;5717;743.6;14378.5;1731.5;20769;42270;3133;1175.25;9095;503.4;6213.5;1435.4;5581.5;4154
24/01/2007;6784;5747;748.9;14543.5;1740.5;20757;42764;3150;1177.25;9133;507;6297.5;1446.2;5652;4203
25/01/2007;6751;5761;744.3;14547;1735.5;20684;42617;3109;1186;9123;503.3;6261;1429.3;5619;4189
26/01/2007;6731.5;5724;748.4;14428.5;1727;20225;42366;3088;1179.25;9018;499.85;6218.5;1427.5;5593;4167
29/01/2007;6757.5;5736;745.2;14523;1734.5;20220;42449;3129;1179.75;9085;500.65;6230;1426.2;5630.5;4184
30/01/2007;6821;5793;749.5;14548.5;1734;20296;42482;3130;1192.25;9130;503;6225.5;1434;5656.5;4213
31/01/2007;6814.5;5742;749.8;14552.5;1725;20155;42395;3133;1186.75;9118;499.65;6187;1443;5615;4193
01/02/2007;6880.5;5770;757.1;14582;1743;20498;42657;3175;1193.25;9196;505.8;6259.5;1450.8;5670;4229
02/02/2007;6919;5793;754.1;14634;1746;20653;42781;3224;1190.75;9245;507;6291;1453.1;5686.5;4245
05/02/2007;6904;5788;756.8;14637.5;1717.5;20491;42870;3228;1196;9231;506.4;6295;1453.7;5690;4244
06/02/2007;6902;5852;757.7;14722.5;1734;20704;42766;3228;1202.25;9251;507.15;6328.5;1453.3;5680.5;4247
07/02/2007;6938.5;5869;754.1;14860.5;1731.5;20682;43016;3240;1206.25;9260;509.35;6352;1455.7;5706.5;4262
08/02/2007;6904.5;5871;757.7;14837.5;1721;20783;42612;3221;1193.12;9209;505.25;6334.5;1453.9;5670;4242
09/02/2007;6937;5908;751;14880;1748;20706;42888;3224;1202;9260;507.6;6366.5;1442.9;5698;4263
12/02/2007;6885;5896;747.7;14789;#N/A N/A;20627;42606;3172;1189.75;9239;503.95;6337;1437.9;5648;4225
13/02/2007;6908;5898;756.8;14827.5;1757;20107;42781;3151;1192.25;9226;506.95;6358.5;1449.4;5684;4248
14/02/2007;6982.5;5920;757.7;14899.5;1766;20226;43033;3184;1213;9272;508.3;6399.5;1458.6;5726;4279
15/02/2007;6981.5;5957;762.4;14879;1776.5;20568;42962;3254;1221.75;9277;508;6419.5;1459.6;5720.5;4269
16/02/2007;6973.5;5924;764;14831.3;1773;20529;42974;3238;1217.5;9304;507.6;6402.5;1458.9;5717.1;4255
19/02/2007;7003.5;5976;761.8;14949;1776.5;#N/A N/A;43093;#N/A N/A;1222.5;9317;510.45;6421;#N/A N/A;5751;4275
20/02/2007;6999;5969;763.5;14922;1784.5;#N/A N/A;42745;#N/A N/A;1210.25;9285;509.35;6391;1461.8;5726.5;4259
21/02/2007;6956.5;5931;762.5;14817.5;1787.5;20648;42387;3294;1206;9170;509.85;6346;1460.4;5705.5;4240
